Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
IDP4100,4,"229,177,823","229,178,506",201.8,"227,966,702","231,469,493",-----
TIDP5711,4,"229,179,973","229,180,568",201.8,"227,966,702","231,469,493",-----
IDP8579,4,"229,182,548","229,184,839",201.8,"227,966,702","231,469,493",-----
TIDP2694,4,"229,340,788","229,343,094",201.8,"227,966,702","231,469,493",-----
IDP8738,4,"229,846,442","229,848,171",201.8,"227,966,702","231,469,493",-----
IDP8331,4,"230,246,467","230,247,728",201.8,"227,966,702","231,469,493",-----
IDP7458,4,"230,347,633","230,352,427",201.8,"227,966,702","231,469,493",-----
mmp134,4,"230,348,743","230,350,123",201.8,"227,966,702","231,469,493",-----
mmp24,4,"230,348,743","230,350,123",201.8,"227,966,702","231,469,493",-----
mmp94,4,"231,403,019","231,403,281",202.9,"230,259,979","233,032,186",-----
TIDP4583,4,"231,408,532","231,412,074",202.9,"230,259,979","233,032,186",-----
IDP6952,4,"231,478,945","231,480,166",202.9,"230,259,979","233,032,186",-----
AY110064,4,"231,727,633","231,728,249",204,"234,307,595","234,515,102","2,579,346"
IDP3866,4,"231,727,768","231,729,597",204,"234,307,595","234,515,102","2,577,998"
umc2287,4,"231,902,712","231,903,992",202.9,"230,259,979","233,032,186",-----
TIDP6319,4,"231,910,302","231,911,419",202.9,"230,259,979","233,032,186",-----
TIDP3439,4,"232,933,741","232,935,215",203.6,"231,610,069","231,945,411","988,330"
IDP8408,4,"233,082,655","233,088,129",203.6,"231,610,069","231,945,411","1,137,244"
IDP508,4,"233,179,000","233,179,764",203.6,"231,610,069","231,945,411","1,233,589"
IDP7328,4,"233,213,824","233,216,773",204,"234,307,595","234,515,102","1,090,822"
TIDP3688,4,"233,220,271","233,225,404",204,"234,307,595","234,515,102","1,082,191"
IDP7705,4,"233,541,714","233,543,792",204,"234,307,595","234,515,102","763,803"
TIDP6491,4,"233,658,197","233,659,270",203.6,"231,610,069","231,945,411","1,712,786"
IDP8290,4,"233,777,115","233,778,814",204,"234,307,595","234,515,102","528,781"
TIDP4633,4,"233,809,872","233,811,105",203.6,"231,610,069","231,945,411","1,864,461"
TIDP6134,4,"233,871,052","233,872,188",203.6,"231,610,069","231,945,411","1,925,641"
TIDP3064,4,"234,338,731","234,339,563",203.6,"231,610,069","231,945,411","2,393,320"
IDP7571,4,"234,428,870","234,429,972",208.4,"233,682,176","235,010,854",-----
IDP6842,4,"234,601,786","234,603,080",208.4,"233,682,176","235,010,854",-----
TIDP3519,4,"234,603,159","234,605,899",208.4,"233,682,176","235,010,854",-----
IDP9077,4,"234,621,181","234,626,232",208.4,"233,682,176","235,010,854",-----
IDP5032,4,"234,626,708","234,627,175",208.4,"233,682,176","235,010,854",-----
IDP8341,4,"234,651,001","234,652,844",208.4,"233,682,176","235,010,854",-----
IDP7557,4,"234,900,889","234,902,655",209.6,"234,628,816","235,766,748",-----
TIDP2717,4,"235,165,622","235,166,454",209.6,"234,628,816","235,766,748",-----
IDP7037,4,"235,208,769","235,209,884",209.6,"234,628,816","235,766,748",-----
IDP7548,4,"235,295,040","235,298,232",209.6,"234,628,816","235,766,748",-----
TIDP3423,4,"235,723,314","235,727,204",212.4,"235,226,276","235,766,748",-----
TIDP3497,4,"235,760,817","235,762,318",213.6,"236,130,103","236,645,305","367,785"
IDP8998,4,"235,908,868","235,910,688",213.6,"236,130,103","236,645,305","219,415"
umc1101,4,"236,157,638","236,158,268",213.6,"236,130,103","236,645,305",-----
IDP4961,4,"236,206,062","236,206,737",212.4,"235,226,276","235,766,748","439,314"
IDP414,4,"236,556,823","236,557,714",219.6,"236,130,103","236,950,602",-----
IDP4019,4,"236,888,474","236,891,279",221.5,"236,547,962","237,090,855",-----
IDP7731,4,"236,893,380","236,894,416",221.5,"236,547,962","237,090,855",-----
IDP7425,4,"236,903,150","236,904,745",221.5,"236,547,962","237,090,855",-----
umc1532,4,"236,951,290","236,951,758",222.3,"236,838,895","237,277,044",-----
IDP7964,4,"237,268,329","237,270,871",224.8,"236,950,603","237,552,493",-----
IDP6941,4,"237,509,102","237,510,469",225.2,"237,090,956","237,704,208",-----
IDP1459,4,"237,597,937","237,598,697",227.1,"237,441,811","237,956,663",-----
TIDP6218,4,"237,885,508","237,887,188",229.2,"237,552,494","238,255,234",-----
umc1109,4,"238,121,854","238,122,563",231.7,"237,822,149","238,453,903",-----
umc2288,4,"238,285,686","238,286,403",234.2,"238,096,907","238,453,903",-----
TIDP4664,4,"238,306,339","238,309,002",234.6,"238,255,235","238,453,903",-----
IDP8996,4,"238,314,387","238,322,507",234.6,"238,255,235","238,453,903",-----
IDP688,4,"238,314,387","238,322,507",234.6,"238,255,235","238,453,903",-----
TIDP4646,4,"238,359,245","238,365,826",234.6,"238,255,235","238,453,903",-----
TIDP5664,4,"238,431,333","238,433,416",235.3,"238,255,235","238,568,940",-----
IDP7472,4,"238,436,413","238,437,747",235.3,"238,255,235","238,568,940",-----
IDP4551,4,"238,477,527","238,478,330",235.3,"238,255,235","238,568,940",-----
IDP3816,4,"238,494,749","238,496,966",236,"238,454,904","239,027,984",-----
umc1180,4,"238,820,158","238,820,980",238.8,"238,454,904","239,157,217",-----
IDP7879,4,"238,993,135","238,995,105",238.8,"238,454,904","239,157,217",-----
IDP91,4,"239,090,816","239,096,525",241.7,"238,799,163","239,693,768",-----
umc2289,4,"239,095,235","239,095,732",241.7,"238,799,163","239,693,768",-----
AY109859,4,"239,138,036","239,139,860",241.7,"238,799,163","239,693,768",-----
IDP3969,4,"239,206,097","239,209,568",241.7,"238,799,163","239,693,768",-----
IDP6638,4,"239,412,399","239,415,497",243.5,"239,481,569","239,693,768","66,072"
IDP7607,4,"239,491,514","239,495,211",244.8,"239,481,569","239,833,863",-----
TIDP7147,4,"239,498,240","239,499,582",244.4,"239,384,629","239,693,768",-----
IDP7398,4,"239,684,333","239,687,371",242.5,"239,157,218","239,481,568","202,765"
IDP8238,4,"239,783,294","239,784,207",245.9,"239,481,569","240,044,205",-----
TIDP3430,4,"240,035,178","240,039,854",248.8,"239,693,769","240,170,285",-----
IDP9039,4,"240,115,750","240,116,914",252.4,"239,833,964","240,170,285",-----
mmp182,4,"240,236,279","240,236,805",252.4,"239,833,964","240,170,285","65,994"
TIDP5621,4,"240,458,479","240,460,183",252.4,"239,833,964","240,170,285","288,194"
TIDP5632,4,"240,462,820","240,464,773",252.4,"239,833,964","240,170,285","292,535"
IDP495,4,"240,616,985","240,620,159",252.4,"239,833,964","240,170,285","446,700"
umc1707,4,"240,618,530","240,619,080",252.4,"239,833,964","240,170,285","448,245"
IDP6925,4,"240,618,792","240,619,688",252.4,"239,833,964","240,170,285","448,507"
IDP5986,4,"240,712,337","240,713,858",252.4,"239,833,964","240,170,285","542,052"
TIDP8788,4,"240,810,595","240,812,042",252.4,"239,833,964","240,170,285","640,310"
IDP155,4,"240,838,939","240,840,312",252.4,"239,833,964","240,170,285","668,654"
IDP4123,4,"240,840,730","240,842,206",252.4,"239,833,964","240,170,285","670,445"
IDP4954,5,"35,229","36,709",8.2,1,"953,666",-----
IDP1658,5,"37,052","39,126",9.8,"1,337,225","1,597,607","1,298,099"
IDP8589,5,"234,796","236,503",8.2,1,"953,666",-----
IDP6040,5,"249,840","251,029",9.8,"1,337,225","1,597,607","1,086,196"
IDP4370,5,"569,520","570,775",8.2,1,"953,666",-----
TIDP6524,5,"646,626","650,793",8.2,1,"953,666",-----
TIDP5705,5,"662,965","664,728",8.2,1,"953,666",-----
TIDP2965,5,"755,012","755,875",7.8,1,"953,666",-----
TIDP2730,5,"755,201","755,629",7.8,1,"953,666",-----
IDP1619,5,"816,444","819,355",9.8,"1,337,225","1,597,607","517,870"
IDP7688,5,"817,565","819,979",8.2,1,"953,666",-----
TIDP3597,5,"862,495","865,465",7.8,1,"953,666",-----
umc1253,5,"887,913","888,422",8.2,1,"953,666",-----
IDP3819,5,"918,933","922,466",7.8,1,"953,666",-----
IDP396,5,"1,100,904","1,101,643",9.8,"1,337,225","1,597,607","235,582"
IDP6015,5,"1,129,179","1,130,837",8.2,1,"953,666","175,513"
IDP7902,5,"1,251,054","1,252,591",8.2,1,"953,666","297,388"
TIDP5119,5,"1,320,756","1,322,309",8.2,1,"953,666","367,090"
TIDP4558,5,"1,330,136","1,331,205",8.2,1,"953,666","376,470"
csu1087,5,"1,415,401","1,416,245",8.2,1,"953,666","461,735"
IDP3834,5,"1,536,390","1,538,562",11.2,"1,080,009","1,597,607",-----
umc1423,5,"1,596,296","1,596,934",12.8,"1,499,758","2,209,545",-----
TIDP3292,5,"1,616,872","1,619,246",12.8,"1,499,758","2,209,545",-----
TIDP6441,5,"1,622,683","1,623,633",12.8,"1,499,758","2,209,545",-----
IDP8601,5,"1,739,992","1,741,476",12.8,"1,499,758","2,209,545",-----
TIDP5185,5,"1,944,264","1,947,662",15.8,"2,090,579","2,352,103","142,917"
TIDP5612,5,"1,949,528","1,950,933",15.8,"2,090,579","2,352,103","139,646"
umc1097,5,"2,022,117","2,022,880",15.8,"2,090,579","2,352,103","67,699"
IDP440,5,"2,114,637","2,117,339",15,"1,667,031","2,090,578","24,059"
umc2022,5,"2,119,774","2,120,920",15.8,"2,090,579","2,352,103",-----
umc1445,5,"2,126,639","2,127,521",15.8,"2,090,579","2,352,103",-----
IDP7849,5,"2,141,965","2,143,285",15.8,"2,090,579","2,352,103",-----
IDP4503,5,"2,178,844","2,180,337",15.8,"2,090,579","2,352,103",-----
IDP7960,5,"2,181,876","2,183,047",15.8,"2,090,579","2,352,103",-----
IDP3935,5,"2,187,073","2,190,711",15.8,"2,090,579","2,352,103",-----
IDP122,5,"2,264,826","2,267,939",15.8,"2,090,579","2,352,103",-----
IDP7933,5,"2,291,065","2,293,151",17.4,"2,209,546","2,935,618",-----
IDP2557,5,"2,594,137","2,603,610",17.4,"2,209,546","2,935,618",-----
TIDP3193,5,"2,795,170","2,796,066",22.1,"2,550,351","3,231,919",-----
umc1260,5,"3,055,139","3,057,755",22.7,"3,024,418","3,514,585",-----
sca1,5,"3,145,861","3,147,534",22.1,"2,550,351","3,231,919",-----
TMR40,5,"3,146,870","3,148,152",22.7,"3,024,418","3,514,585",-----
IDP69,5,"3,343,095","3,345,155",25.1,"3,024,418","4,383,850",-----
umc1679,5,"3,428,627","3,429,663",25.1,"3,024,418","4,383,850",-----
IDP1638,5,"3,725,919","3,728,264",25.1,"3,024,418","4,383,850",-----
mmp43,5,"3,727,289","3,727,971",25.1,"3,024,418","4,383,850",-----
IDP1463,5,"3,758,522","3,759,556",25.1,"3,024,418","4,383,850",-----
IDP6024,5,"3,780,662","3,782,915",25.1,"3,024,418","4,383,850",-----
IDP7365,5,"3,788,502","3,789,935",25.1,"3,024,418","4,383,850",-----
IDP1956,5,"3,814,638","3,818,147",25.1,"3,024,418","4,383,850",-----
TIDP6322,5,"3,856,558","3,857,283",25.1,"3,024,418","4,383,850",-----
IDP532,5,"3,955,180","3,956,957",25.1,"3,024,418","4,383,850",-----
IDP4409,5,"4,155,106","4,156,763",25.1,"3,024,418","4,383,850",-----
IDP9078,5,"4,198,340","4,202,810",25.1,"3,024,418","4,383,850",-----
IDP7211,5,"4,258,508","4,259,482",25.1,"3,024,418","4,383,850",-----
TIDP5456,5,"4,335,274","4,336,559",29.8,"4,203,506","4,543,338",-----
AY109733,5,"4,422,876","4,424,841",29.8,"4,203,506","4,543,338",-----
IDP4253,5,"4,470,879","4,472,624",32.4,"4,854,746","5,377,552","382,122"
IDP5934,5,"4,478,671","4,480,864",32.4,"4,854,746","5,377,552","373,882"
IDP8937,5,"4,584,488","4,586,942",32.4,"4,854,746","5,377,552","267,804"
IDP2588,5,"4,874,497","4,876,484",32.4,"4,854,746","5,377,552",-----
IDP6013,5,"4,876,569","4,877,462",29.8,"4,203,506","4,543,338","333,231"
IDP5897,5,"4,924,503","4,926,084",37.1,"5,377,553","5,782,791","451,469"
IDP6619,5,"5,245,125","5,248,489",35.7,"4,854,746","4,991,339","253,786"
TIDP5654,5,"5,286,212","5,288,459",37.1,"5,377,553","5,782,791","89,094"
IDP8472,5,"5,322,844","5,324,311",35.7,"4,854,746","4,991,339","331,505"
TIDP5687,5,"5,377,583","5,379,234",41,"5,218,115","6,178,263",-----
TIDP3514,5,"5,432,972","5,433,819",41,"5,218,115","6,178,263",-----
IDP8500,5,"5,486,111","5,491,552",41,"5,218,115","6,178,263",-----
IDP265,5,"5,544,127","5,545,486",35.7,"4,854,746","4,991,339","552,788"
IDP9123,5,"5,544,367","5,549,420",41,"5,218,115","6,178,263",-----
IDP6906,5,"5,544,367","5,549,420",41,"5,218,115","6,178,263",-----
IDP4768,5,"5,775,111","5,777,225",35.7,"4,854,746","4,991,339","783,772"
IDP8647,5,"5,790,510","5,796,044",41,"5,218,115","6,178,263",-----
IDP150,5,"6,139,266","6,142,810",43.8,"5,782,792","6,721,366",-----
IDP7704,5,"6,670,972","6,672,056",51.1,"5,996,253","6,973,693",-----
TIDP9193,5,"6,860,972","6,862,580",51.6,"6,566,264","7,309,636",-----
TIDP3045,5,"6,866,129","6,867,974",51.6,"6,566,264","7,309,636",-----
TIDP6476,5,"6,880,544","6,881,074",51.6,"6,566,264","7,309,636",-----
IDP5859a,5,"6,905,330","6,907,486",51.6,"6,566,264","7,309,636",-----
TIDP2713,5,"6,912,536","6,913,823",51.6,"6,566,264","7,309,636",-----
IDP6727,5,"6,984,343","6,986,293",51.6,"6,566,264","7,309,636",-----
IDP4279,5,"7,128,811","7,130,398",51.6,"6,566,264","7,309,636",-----
IDP3964,5,"7,264,446","7,265,191",52,"7,512,816","8,698,640","247,625"
IDP3830,5,"7,355,097","7,361,079",51.6,"6,566,264","7,309,636","45,461"
IDP4030,5,"7,355,097","7,361,079",51.6,"6,566,264","7,309,636","45,461"
TIDP5414,5,"7,365,414","7,367,761",51.6,"6,566,264","7,309,636","55,778"
IDP9046,5,"7,574,645","7,575,714",51.6,"6,566,264","7,309,636","265,009"
IDP8188,5,"8,492,015","8,494,687",56.4,"7,183,254","8,978,929",-----
IDP3938,5,"8,821,425","8,822,908",56.4,"7,183,254","8,978,929",-----
IDP4967,5,"8,917,693","8,919,688",57.2,"9,373,020","10,117,687","453,332"
IDP8129,5,"9,400,879","9,402,181",56.4,"7,183,254","8,978,929","421,950"
tua4,5,"9,471,978","9,475,010",57.2,"9,373,020","10,117,687",-----
TIDP3110,5,"9,950,303","9,952,612",58.3,"9,373,020","10,207,280",-----
IDP8392,5,"10,171,162","10,174,660",61.3,"10,117,688","10,447,715",-----
umc1587,5,"10,174,340","10,174,727",60.4,"9,920,099","10,207,280",-----
TIDP3708,5,"10,224,845","10,226,149",64.4,"10,904,957","11,439,726","678,808"
TIDP3600,5,"10,417,945","10,418,570",62.7,"10,117,688","11,100,695",-----
TIDP3602,5,"10,784,629","10,786,398",62.7,"10,117,688","11,100,695",-----
TIDP2798,5,"10,860,371","10,861,014",64.4,"10,904,957","11,439,726","43,943"
IDP684,5,"11,081,637","11,083,129",63.5,"10,207,281","10,803,440","278,197"
IDP3902,5,"11,390,715","11,392,343",67.2,"10,803,441","12,291,033",-----
IDP4133,5,"11,818,299","11,820,682",67.2,"10,803,441","12,291,033",-----
IDP514,5,"12,153,738","12,156,211",75.4,"11,733,612","14,276,482",-----
TIDP3357,5,"12,399,533","12,401,066",75.4,"11,733,612","14,276,482",-----
IDP4301,5,"12,576,938","12,578,586",75.4,"11,733,612","14,276,482",-----
IDP8377,5,"12,706,576","12,708,207",75.4,"11,733,612","14,276,482",-----
bnlg1660,5,"13,002,294","13,003,041",75.4,"11,733,612","14,276,482",-----
TIDP9255,5,"13,048,399","13,051,610",75.4,"11,733,612","14,276,482",-----
IDP222,5,"13,136,023","13,140,442",75.4,"11,733,612","14,276,482",-----
IDP4516,5,"13,429,542","13,430,201",75.4,"11,733,612","14,276,482",-----
TIDP5251,5,"13,605,953","13,607,353",75.4,"11,733,612","14,276,482",-----
TIDP3245,5,"13,612,398","13,614,020",75.4,"11,733,612","14,276,482",-----
IDP8235,5,"13,672,357","13,674,151",75.4,"11,733,612","14,276,482",-----
TIDP5651,5,"14,108,131","14,109,857",79.7,"14,223,744","15,236,921","113,887"
IDP8005,5,"14,220,803","14,222,255",79.7,"14,223,744","15,236,921","1,489"
bnlg1879,5,"14,269,692","14,270,470",78.2,"13,670,292","14,223,743","45,949"
IDP4846,5,"14,638,784","14,640,595",79.7,"14,223,744","15,236,921",-----
TIDP5495,5,"14,652,897","14,654,442",79.7,"14,223,744","15,236,921",-----
IDP337,5,"15,193,447","15,195,779",83.9,"14,560,067","15,848,451",-----
IDP5063,5,"15,439,064","15,440,424",83.9,"14,560,067","15,848,451",-----
IDP5943,5,"15,444,255","15,446,830",83.9,"14,560,067","15,848,451",-----
TIDP2999,5,"15,543,314","15,549,323",83.9,"14,560,067","15,848,451",-----
TIDP6124,5,"15,651,623","15,652,435",83.9,"14,560,067","15,848,451",-----
TIDP6464,5,"15,808,845","15,809,980",84.9,"15,556,336","17,471,298",-----
IDP681,5,"16,158,666","16,164,823",84.9,"15,556,336","17,471,298",-----
IDP8686,5,"17,375,809","17,382,485",89.3,"16,131,458","18,270,270",-----
IDP5941,5,"17,684,589","17,685,368",89.3,"16,131,458","18,270,270",-----
IDP8151,5,"18,015,999","18,019,680",89.3,"16,131,458","18,270,270",-----
mmp112,5,"18,155,969","18,156,590",90.7,"18,445,046","23,121,011","288,456"
IDP8932,5,"18,386,481","18,388,876",89.3,"16,131,458","18,270,270","116,211"
IDP6588,5,"18,448,163","18,449,815",89.3,"16,131,458","18,270,270","177,893"
umc1597,5,"19,660,639","19,661,460",90.7,"18,445,046","23,121,011",-----
TIDP3727,5,"19,674,860","19,679,286",90.7,"18,445,046","23,121,011",-----
IDP2380,5,"19,680,565","19,681,529",90.7,"18,445,046","23,121,011",-----
IDP4244,5,"19,708,598","19,710,370",90.7,"18,445,046","23,121,011",-----
IDP8440,5,"19,710,976","19,713,418",90.7,"18,445,046","23,121,011",-----
IDP8009,5,"19,749,133","19,750,204",90.7,"18,445,046","23,121,011",-----
IDP419,5,"19,893,527","19,893,860",90.7,"18,445,046","23,121,011",-----
TIDP4555,5,"19,910,703","19,913,106",90.7,"18,445,046","23,121,011",-----
IDP7940,5,"19,937,104","19,939,292",90.7,"18,445,046","23,121,011",-----
IDP8561,5,"20,601,495","20,604,291",90.7,"18,445,046","23,121,011",-----
IDP8403,5,"20,634,391","20,636,408",90.7,"18,445,046","23,121,011",-----
TIDP3271,5,"20,771,560","20,774,306",90.7,"18,445,046","23,121,011",-----
csu340,5,"20,908,064","20,908,561",90.7,"18,445,046","23,121,011",-----
IDP4864,5,"20,922,705","20,923,364",90.7,"18,445,046","23,121,011",-----
IDP8400,5,"21,362,019","21,363,715",90.7,"18,445,046","23,121,011",-----
IDP7482,5,"21,363,788","21,368,476",90.7,"18,445,046","23,121,011",-----
TIDP5084,5,"21,875,205","21,877,272",90.7,"18,445,046","23,121,011",-----
IDP7560,5,"22,357,561","22,358,631",90.7,"18,445,046","23,121,011",-----
IDPCP92070,5,"23,065,053","23,066,365",92.4,"23,258,077","28,233,012","191,712"
bnlg557,5,"23,352,808","23,353,476",90.7,"18,445,046","23,121,011","231,797"
IDP8651,5,"23,367,373","23,368,670",92.4,"23,258,077","28,233,012",-----
IDP8333,5,"23,571,644","23,575,647",92.4,"23,258,077","28,233,012",-----
mmp180,5,"23,656,920","23,657,412",92.4,"23,258,077","28,233,012",-----
umc2035,5,"23,782,751","23,783,496",92.4,"23,258,077","28,233,012",-----
IDP5976,5,"23,876,748","23,877,398",92.4,"23,258,077","28,233,012",-----
TMR31,5,"26,311,972","26,313,333",92.4,"23,258,077","28,233,012",-----
TIDP3358,5,"27,102,051","27,103,751",92.4,"23,258,077","28,233,012",-----
IDP6981,5,"27,394,480","27,395,280",92.4,"23,258,077","28,233,012",-----
IDP7939,5,"27,482,334","27,484,503",92.4,"23,258,077","28,233,012",-----
IDP7760,5,"28,193,770","28,197,293",93.2,"31,808,835","31,917,740","3,611,542"
IDP6743,5,"28,449,573","28,451,502",92.4,"23,258,077","28,233,012","216,561"
IDP2438,5,"28,454,000","28,455,143",93.2,"31,808,835","31,917,740","3,353,692"
IDP4242,5,"29,272,651","29,274,349",93.2,"31,808,835","31,917,740","2,534,486"
AY111142,5,"29,323,662","29,325,165",93.2,"31,808,835","31,917,740","2,483,670"
IDP8595,5,"29,441,772","29,446,105",93.2,"31,808,835","31,917,740","2,362,730"
IDP4272,5,"29,670,799","29,671,972",93.2,"31,808,835","31,917,740","2,136,863"
IDP8172,5,"29,915,520","29,918,387",93.2,"31,808,835","31,917,740","1,890,448"
IDP486,5,"30,771,893","30,777,704",93.2,"31,808,835","31,917,740","1,031,131"
IDP6932,5,"30,951,953","30,953,373",93.2,"31,808,835","31,917,740","855,462"
TIDP8765,5,"30,978,946","30,981,744",92.4,"23,258,077","28,233,012","2,745,934"
IDP5851,5,"30,996,709","30,997,743",93.2,"31,808,835","31,917,740","811,092"
TIDP5238,5,"31,131,214","31,132,515",93.2,"31,808,835","31,917,740","676,320"
TIDP8830,5,"31,177,500","31,180,570",93.2,"31,808,835","31,917,740","628,265"
